ad,marka,fiyat,indirimli_fiyat,indirim_orani,site,url,kategori,zaman
Pounce Lite Beyaz Erkek Koşu Ayakkabısı,Puma,4999.0,3999.0,20.0,FLO,https://www.flo.com.tr/urun/puma-pounce-lite-beyaz-erkek-kosu-ayakkabisi-102237145,Erkek Spor Ayakkabı,2026-06-18T22:25:48
BIRD 5FX Siyah Erkek Deniz Ayakkabısı,Lumberjack,35001000.0,2399.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-bird-5fx-siyah-erkek-deniz-ayakkabisi-101970868,Erkek Spor Ayakkabı,2026-06-18T22:25:48
GO WALK ARCH FIT N-JOY Siyah Erkek Comfort Ayakkabı,Skechers,6399.0,6199.0,3.1,FLO,https://www.flo.com.tr/urun/skechers-go-walk-arch-fit-n-joy-siyah-erkek-comfort-ayakkabi-102688276,Erkek Spor Ayakkabı,2026-06-18T22:25:48
AIR MONARCH IV Beyaz Erkek Sneaker,Nike,4099.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-air-monarch-iv-beyaz-erkek-sneaker-100343347,Erkek Spor Ayakkabı,2026-06-18T22:25:48
THINK Siyah Erkek Koşu Ayakkabısı,Lumberjack,2799.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-think-siyah-erkek-kosu-ayakkabisi-102203332,Erkek Spor Ayakkabı,2026-06-18T22:25:48
SHARK Lacivert Erkek Deniz Ayakkabısı,Dockers by Gerli,1899.99,,0.0,FLO,https://www.flo.com.tr/urun/dockers-by-gerli-shark-lacivert-erkek-deniz-ayakkabisi-102249248,Erkek Spor Ayakkabı,2026-06-18T22:25:48
Court Classic Clean Siyah Erkek Sneaker,Puma,2999.0,,0.0,FLO,https://www.flo.com.tr/urun/puma-court-classic-clean-siyah-erkek-sneaker-102266180,Erkek Spor Ayakkabı,2026-06-18T22:25:48
JACOB 6FX Siyah Erkek Koşu Ayakkabısı,Lumberjack,2599.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-jacob-6fx-siyah-erkek-kosu-ayakkabisi-102157061,Erkek Spor Ayakkabı,2026-06-18T22:25:48
MACELLAN Siyah Erkek Comfort Ayakkabı,Lumberjack,2699.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-macellan-siyah-erkek-comfort-ayakkabi-102157306,Erkek Spor Ayakkabı,2026-06-18T22:25:48
AKANJI Bej Erkek Comfort Ayakkabı,Lumberjack,2599.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-akanji-bej-erkek-comfort-ayakkabi-102203663,Erkek Spor Ayakkabı,2026-06-18T22:25:48
GO WALK FLEX Bej Erkek Comfort Ayakkabı,Skechers,5199.0,,0.0,FLO,https://www.flo.com.tr/urun/skechers-go-walk-flex-bej-erkek-comfort-ayakkabi-102688279,Erkek Spor Ayakkabı,2026-06-18T22:25:48
RUNFALCON 5 GRI Erkek Koşu Ayakkabısı,adidas,35001000.0,3999.0,100.0,FLO,https://www.flo.com.tr/urun/adidas-runfalcon-5-gri-erkek-kosu-ayakkabisi-102264119,Erkek Spor Ayakkabı,2026-06-18T22:25:48
CHERNOBIL Beyaz Erkek Koşu Ayakkabısı,Lumberjack,2799.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-chernobil-beyaz-erkek-kosu-ayakkabisi-102157117,Erkek Spor Ayakkabı,2026-06-18T22:25:48
JUMBO Siyah Erkek Deniz Ayakkabısı,Lumberjack,35001000.0,2199.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-jumbo-siyah-erkek-deniz-ayakkabisi-102239179,Erkek Spor Ayakkabı,2026-06-18T22:25:48
ATHICA 5PR Gri Erkek Koşu Ayakkabısı,Lotto,35001000.0,2499.99,100.0,FLO,https://www.flo.com.tr/urun/lotto-athica-5pr-gri-erkek-kosu-ayakkabisi-102032462,Erkek Spor Ayakkabı,2026-06-18T22:25:48
AERIAL Siyah Erkek Deniz Ayakkabısı,Lumberjack,35001000.0,2599.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-aerial-siyah-erkek-deniz-ayakkabisi-101984988,Erkek Spor Ayakkabı,2026-06-18T22:25:48
DOWNSHIFTER 14 Siyah Erkek Koşu Ayakkabısı,Nike,3699.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-downshifter-14-siyah-erkek-kosu-ayakkabisi-102683573,Erkek Spor Ayakkabı,2026-06-18T22:25:48
AERIAL Siyah Erkek Deniz Ayakkabısı,Lumberjack,35001000.0,2599.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-aerial-siyah-erkek-deniz-ayakkabisi-101984989,Erkek Spor Ayakkabı,2026-06-18T22:25:48
ARDEN 5PR Beyaz Erkek Sneaker,Kinetix,35001000.0,1999.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-arden-5pr-beyaz-erkek-sneaker-102022854,Erkek Spor Ayakkabı,2026-06-18T22:25:48
BANZE 6FX Gri Erkek Sneaker,U.S. Polo Assn.,2299.99,,0.0,FLO,https://www.flo.com.tr/urun/us-polo-assn-banze-6fx-gri-erkek-sneaker-102160046,Erkek Spor Ayakkabı,2026-06-18T22:25:48
KENZIE TX 5FX Gri Erkek Koşu Ayakkabısı,Kinetix,35001000.0,1899.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-kenzie-tx-5fx-gri-erkek-kosu-ayakkabisi-101950641,Erkek Spor Ayakkabı,2026-06-18T22:25:48
FERON TX 6FX Laci Erkek Koşu Ayakkabısı,Kinetix,35001000.0,1599.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-feron-tx-6fx-laci-erkek-kosu-ayakkabisi-102200275,Erkek Spor Ayakkabı,2026-06-18T22:25:48
QUEST 6 Beyaz Erkek Koşu Ayakkabısı,Nike,35001000.0,4399.0,100.0,FLO,https://www.flo.com.tr/urun/nike-nike-quest-6-beyaz-erkek-kosu-ayakkabisi-101993127,Erkek Spor Ayakkabı,2026-06-18T22:25:48
Brooklyn LS Siyah Kadın Sneaker,Vans,35001000.0,2999.0,100.0,FLO,https://www.flo.com.tr/urun/vans-brooklyn-ls-siyah-kadin-sneaker-102256723,Kadın Spor Ayakkabı,2026-06-18T22:26:45
COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker,Nike,3499.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101792825,Kadın Spor Ayakkabı,2026-06-18T22:26:45
COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker,Nike,3499.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101853780,Kadın Spor Ayakkabı,2026-06-18T22:26:45
Cosmic Runner Siyah Unisex Koşu Ayakkabısı,Nike,2799.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-cosmic-runner-siyah-unisex-kosu-ayakkabisi-102090821,Kadın Spor Ayakkabı,2026-06-18T22:26:45
WMNS  INITIATOR Beyaz Kadın Sneaker,Nike,4399.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-wmns-nike-initiator-beyaz-kadin-sneaker-101903292,Kadın Spor Ayakkabı,2026-06-18T22:26:45
Skye Clean Beyaz Kadın Sneaker,Puma,3999.0,,0.0,FLO,https://www.flo.com.tr/urun/puma-skye-clean-beyaz-kadin-sneaker-101085505,Kadın Spor Ayakkabı,2026-06-18T22:26:45
AGATHA 2.0 WMN Beyaz Kadın Comfort Ayakkabı,Lumberjack,35001000.0,2299.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-agatha-20-wmn-beyaz-kadin-comfort-ayakkabi-101932235,Kadın Spor Ayakkabı,2026-06-18T22:26:45
GRAND COURT BASE 2.0 Beyaz Kadın Sneaker,adidas,35001000.0,3899.0,100.0,FLO,https://www.flo.com.tr/urun/adidas-grand-court-base-20-beyaz-kadin-sneaker-101508640,Kadın Spor Ayakkabı,2026-06-18T22:26:45
AGATHA 2.0 WMN Siyah Kadın Comfort Ayakkabı,Lumberjack,35001000.0,2299.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-agatha-20-wmn-siyah-kadin-comfort-ayakkabi-101932230,Kadın Spor Ayakkabı,2026-06-18T22:26:45
ECLYPTIX 2000 GRI Kadın Sneaker,adidas,35001000.0,3999.0,100.0,FLO,https://www.flo.com.tr/urun/adidas-eclyptix-2000-gri-kadin-sneaker-102237127,Kadın Spor Ayakkabı,2026-06-18T22:26:45
SELER W 6FX Beyaz Kadın Sneaker,Kinetix,35001000.0,1499.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-seler-w-6fx-beyaz-kadin-sneaker-102203342,Kadın Spor Ayakkabı,2026-06-18T22:26:45
VL COURT BASE Beyaz Kadın Sneaker,adidas,3299.0,,0.0,FLO,https://www.flo.com.tr/urun/adidas-vl-court-base-beyaz-kadin-sneaker-101909425,Kadın Spor Ayakkabı,2026-06-18T22:26:45
ENKANTO WMN KIRIK BEYAZ Kadın Koşu Ayakkabısı,Lumberjack,1999.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-enkanto-wmn-kirik-beyaz-kadin-kosu-ayakkabisi-102066615,Kadın Spor Ayakkabı,2026-06-18T22:26:45
V5 RNR (GS) Beyaz Unisex Sneaker,Nike,4699.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-v5-rnr-gs-beyaz-unisex-sneaker-102275483,Kadın Spor Ayakkabı,2026-06-18T22:26:45
COURT BOROUGH LOW RECRAFT Beyaz Unisex Sneaker,Nike,3499.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-court-borough-low-recraft-beyaz-unisex-sneaker-101792764,Kadın Spor Ayakkabı,2026-06-18T22:26:45
VERNA 5FX Siyah Kadın Sneaker,Kinetix,35001000.0,1199.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-verna-5fx-siyah-kadin-sneaker-101949837,Kadın Spor Ayakkabı,2026-06-18T22:26:45
W  REVOLUTION 8 Siyah Kadın Koşu Ayakkabısı,Nike,35001000.0,3599.0,100.0,FLO,https://www.flo.com.tr/urun/nike-w-nike-revolution-8-siyah-kadin-kosu-ayakkabisi-102688446,Kadın Spor Ayakkabı,2026-06-18T22:26:45
MOONLIGHT TX W 6FX Siyah Kadın Comfort Ayakkabı,Kinetix,35001000.0,1499.99,100.0,FLO,https://www.flo.com.tr/urun/kinetix-moonlight-tx-w-6fx-siyah-kadin-comfort-ayakkabi-102200308,Kadın Spor Ayakkabı,2026-06-18T22:26:45
FOUND 5PR Siyah Kadın Comfort Ayakkabı,Lumberjack,35001000.0,1999.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-found-5pr-siyah-kadin-comfort-ayakkabi-102022827,Kadın Spor Ayakkabı,2026-06-18T22:26:45
Court Lally Beyaz Kadın Sneaker,Puma,3699.0,,0.0,FLO,https://www.flo.com.tr/urun/puma-court-lally-beyaz-kadin-sneaker-102247055,Kadın Spor Ayakkabı,2026-06-18T22:26:45
S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı,Nike,2999.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691552,Kadın Spor Ayakkabı,2026-06-18T22:26:45
S.T. Dynamite Siyah Unisex Basketbol Ayakkabısı,Nike,2999.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-nike-st-dynamite-siyah-unisex-basketbol-ayakkabisi-102691551,Kadın Spor Ayakkabı,2026-06-18T22:26:45
BONA W 6FX Siyah Kadın Sneaker,PROSHOT,999.99,,0.0,FLO,https://www.flo.com.tr/urun/proshot-bona-w-6fx-siyah-kadin-sneaker-102201954,Kadın Spor Ayakkabı,2026-06-18T22:26:45
BIRD WMN Siyah Kadın Deniz Ayakkabısı,Lumberjack,35001000.0,2399.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-bird-wmn-siyah-kadin-deniz-ayakkabisi-101984122,Kadın Spor Ayakkabı,2026-06-18T22:26:45
FELIX WMN TEXTILE 6FX Beyaz Kadın Sneaker,U.S. Polo Assn.,2699.99,,0.0,FLO,https://www.flo.com.tr/urun/us-polo-assn-felix-wmn-textile-6fx-beyaz-kadin-sneaker-102066113,Kadın Spor Ayakkabı,2026-06-18T22:26:45
VITALITY TX W 6FX Beyaz Kadın Koşu Ayakkabısı,Kinetix,1599.0,,0.0,FLO,https://www.flo.com.tr/urun/kinetix-vitality-tx-w-6fx-beyaz-kadin-kosu-ayakkabisi-102159454,Kadın Spor Ayakkabı,2026-06-18T22:26:45
SUMMITS Naturel Kadın Comfort Ayakkabı,Skechers,4499.0,,0.0,FLO,https://www.flo.com.tr/urun/skechers-summits-naturel-kadin-comfort-ayakkabi-102688333,Kadın Spor Ayakkabı,2026-06-18T22:26:45
W  DOWNSHIFTER 14 Beyaz Kadın Koşu Ayakkabısı,Nike,35001000.0,3399.0,100.0,FLO,https://www.flo.com.tr/urun/nike-w-nike-downshifter-14-beyaz-kadin-kosu-ayakkabisi-102688478,Kadın Spor Ayakkabı,2026-06-18T22:26:45
ROSE W Bej Kadın Comfort Ayakkabı,PROSHOT,35001000.0,999.99,100.0,FLO,https://www.flo.com.tr/urun/proshot-rose-w-bej-kadin-comfort-ayakkabi-102694355,Kadın Spor Ayakkabı,2026-06-18T22:26:45
FREYA WMN 6FX Beyaz Kadın Sneaker,Lumberjack,2499.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-freya-wmn-6fx-beyaz-kadin-sneaker-102065461,Kadın Spor Ayakkabı,2026-06-18T22:26:45
VERSE Beyaz Kadın Koşu Ayakkabısı,Reebok,35001000.0,2999.99,100.0,FLO,https://www.flo.com.tr/urun/reebok-verse-beyaz-kadin-kosu-ayakkabisi-102270458,Kadın Spor Ayakkabı,2026-06-18T22:26:45
ROMINA 6FX Beyaz Kadın Koşu Ayakkabısı,Lumberjack,2699.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-romina-6fx-beyaz-kadin-kosu-ayakkabisi-102065608,Kadın Spor Ayakkabı,2026-06-18T22:26:45
WAR KIRIK BEYAZ Kadın Koşu Ayakkabısı,Lumberjack,2299.99,,0.0,FLO,https://www.flo.com.tr/urun/lumberjack-war-kirik-beyaz-kadin-kosu-ayakkabisi-102066675,Kadın Spor Ayakkabı,2026-06-18T22:26:45
LUZINY 6FX Siyah Kadın Sneaker,Lumberjack,35001000.0,2299.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-luziny-6fx-siyah-kadin-sneaker-102159876,Kadın Spor Ayakkabı,2026-06-18T22:26:45
W  COURT VISION LO NN Beyaz Kadın Sneaker,Nike,4399.0,,0.0,FLO,https://www.flo.com.tr/urun/nike-w-nike-court-vision-lo-nn-beyaz-kadin-sneaker-101118440,Kadın Spor Ayakkabı,2026-06-18T22:26:45
OLD 6FX Siyah Kadın Koşu Ayakkabısı,Lumberjack,35001000.0,2399.99,100.0,FLO,https://www.flo.com.tr/urun/lumberjack-old-6fx-siyah-kadin-kosu-ayakkabisi-102066552,Kadın Spor Ayakkabı,2026-06-18T22:26:45
